period,m2_yoy,m2_bal,m1_yoy,bond_10y,bond_10y_code,bond_10y_price,social_fin_yoy,source
2026-02,9.0,3492159.91,5.9,1.8198,chinamoney,,10.4,eastmoney+stats.gov.cn
